ttr,avg_sentence_length,diff_ratio,clause_density,advanced_ratio,flesch_kincaid,gunning_fog,verb_ratio,noun_ratio,adj_ratio,avg_dep_distance,word_count,sentence_count,sent_len_std,punct_density,stopword_ratio,avg_word_length,syllables_per_word,cefr_a1_ratio,cefr_a2_ratio,cefr_b1_ratio,cefr_b2_ratio,cefr_c1_ratio,cefr_c2_ratio,discourse_connector_ratio,passive_ratio,modal_ratio,subordination_ratio,negation_ratio,abstract_noun_ratio,label_id,label_name
0.7761194029850746,8.375,0.0,1.875,0.05970149253731343,1.41,3.35,0.22388059701492538,0.1791044776119403,0.04477611940298507,2.7761194029850746,67.0,8.0,2.496873044429772,0.22388059701492538,0.5373134328358209,3.716417910447761,1.164179104477612,0.7164179104477612,0.14925373134328357,0.029850746268656716,0.014925373134328358,0.0,0.05970149253731343,0.0,0.0,0.014925373134328358,0.25,0.0,0.0,0,Literal
0.6555555555555556,12.857142857142858,6.666666666666667,1.4285714285714286,0.1,7.12,7.81,0.1111111111111111,0.2,0.06666666666666667,2.8555555555555556,90.0,7.0,4.948716593053935,0.1111111111111111,0.5444444444444444,4.444444444444445,1.5,0.6555555555555556,0.12222222222222222,0.03333333333333333,0.08888888888888889,0.022222222222222223,0.07777777777777778,0.0,0.7142857142857143,0.0,0.14285714285714285,0.011111111111111112,0.044444444444444446,0,Literal
0.7317073170731707,10.25,2.4390243902439024,1.25,0.024390243902439025,5.53,5.08,0.12195121951219512,0.2804878048780488,0.17073170731707318,2.3536585365853657,82.0,8.0,4.630064794363034,0.10975609756097561,0.43902439024390244,4.646341463414634,1.451219512195122,0.5975609756097561,0.18292682926829268,0.13414634146341464,0.06097560975609756,0.012195121951219513,0.012195121951219513,0.0,0.5,0.012195121951219513,0.25,0.0,0.012195121951219513,0,Literal
0.6097560975609756,6.3076923076923075,0.0,1.3076923076923077,0.0,2.7,2.52,0.2073170731707317,0.18292682926829268,0.012195121951219513,2.5121951219512195,82.0,13.0,2.760670529988671,0.23170731707317074,0.5487804878048781,4.024390243902439,1.3414634146341464,0.7804878048780488,0.1951219512195122,0.024390243902439025,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0,Literal
0.7282608695652174,13.142857142857142,3.260869565217391,2.0,0.010869565217391304,6.85,6.56,0.15217391304347827,0.2608695652173913,0.043478260869565216,2.869565217391304,92.0,7.0,3.6811710647786073,0.11956521739130435,0.4782608695652174,4.467391304347826,1.4673913043478262,0.6086956521739131,0.15217391304347827,0.13043478260869565,0.09782608695652174,0.0,0.010869565217391304,0.0,0.2857142857142857,0.021739130434782608,0.42857142857142855,0.0,0.010869565217391304,0,Literal
0.6494845360824743,10.777777777777779,1.0309278350515463,1.5555555555555556,0.0,5.04,4.72,0.14432989690721648,0.32989690721649484,0.09278350515463918,2.4948453608247423,97.0,9.0,4.685148587179559,0.15463917525773196,0.4639175257731959,4.309278350515464,1.3917525773195876,0.7216494845360825,0.21649484536082475,0.041237113402061855,0.020618556701030927,0.0,0.0,0.010309278350515464,0.0,0.020618556701030927,0.1111111111111111,0.020618556701030927,0.0,0,Literal
0.7391304347826086,13.142857142857142,4.3478260869565215,2.0,0.06521739130434782,6.85,7.0,0.15217391304347827,0.29347826086956524,0.06521739130434782,2.5869565217391304,92.0,7.0,3.136356914300021,0.11956521739130435,0.4891304347826087,4.576086956521739,1.4673913043478262,0.6847826086956522,0.15217391304347827,0.06521739130434782,0.03260869565217391,0.0,0.06521739130434782,0.010869565217391304,0.8571428571428571,0.010869565217391304,0.2857142857142857,0.0,0.0,0,Literal
0.7419354838709677,11.625,3.225806451612903,2.25,0.010752688172043012,4.42,5.94,0.1935483870967742,0.22580645161290322,0.0967741935483871,2.6451612903225805,93.0,8.0,3.082207001484488,0.10752688172043011,0.5161290322580645,4.279569892473118,1.3118279569892473,0.8172043010752689,0.15053763440860216,0.021505376344086023,0.0,0.0,0.010752688172043012,0.0,0.0,0.03225806451612903,0.25,0.010752688172043012,0.010752688172043012,0,Literal
0.5950413223140496,17.285714285714285,0.0,2.857142857142857,0.04132231404958678,6.46,6.91,0.1652892561983471,0.19834710743801653,0.05785123966942149,3.28099173553719,121.0,7.0,5.841442371503106,0.1487603305785124,0.5702479338842975,4.066115702479339,1.2975206611570247,0.743801652892562,0.11570247933884298,0.0743801652892562,0.024793388429752067,0.0,0.04132231404958678,0.008264462809917356,0.2857142857142857,0.0,0.7142857142857143,0.0,0.01652892561983471,0,Literal
0.656934306569343,19.571428571428573,2.18978102189781,3.2857142857142856,0.06569343065693431,10.39,8.7,0.1678832116788321,0.2116788321167883,0.072992700729927,3.0,137.0,7.0,8.794710840926507,0.1386861313868613,0.5182481751824818,4.642335766423358,1.5547445255474452,0.6423357664233577,0.1678832116788321,0.072992700729927,0.0364963503649635,0.029197080291970802,0.0364963503649635,0.0072992700729927005,1.0,0.014598540145985401,0.2857142857142857,0.0,0.0,0,Literal
0.656,20.833333333333332,3.2,2.8333333333333335,0.032,10.66,9.61,0.136,0.24,0.04,3.512,125.0,6.0,1.8856180831641267,0.128,0.544,4.648,1.536,0.672,0.176,0.08,0.024,0.0,0.032,0.008,1.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0,Literal
0.639751552795031,12.384615384615385,3.7267080745341614,1.5384615384615385,0.049689440993788817,6.98,6.44,0.12422360248447205,0.19254658385093168,0.031055900621118012,2.701863354037267,161.0,13.0,3.9132607206082786,0.12422360248447205,0.5590062111801242,4.496894409937888,1.5031055900621118,0.7329192546583851,0.07453416149068323,0.10559006211180125,0.031055900621118012,0.012422360248447204,0.037267080745341616,0.012422360248447204,0.46153846153846156,0.006211180124223602,0.38461538461538464,0.006211180124223602,0.0,0,Literal
0.6343283582089553,14.88888888888889,2.2388059701492535,2.111111111111111,0.014925373134328358,7.12,6.85,0.1417910447761194,0.291044776119403,0.08955223880597014,2.6865671641791047,134.0,9.0,7.156107639157608,0.11194029850746269,0.5373134328358209,4.470149253731344,1.4328358208955223,0.664179104477612,0.1417910447761194,0.11194029850746269,0.06716417910447761,0.0,0.014925373134328358,0.007462686567164179,0.2222222222222222,0.0,0.1111111111111111,0.0,0.03731343283582089,1,Inferential
0.5882352941176471,13.222222222222221,0.0,1.8888888888888888,0.04201680672268908,6.42,5.29,0.14285714285714285,0.29411764705882354,0.01680672268907563,3.319327731092437,119.0,9.0,5.691665988829199,0.15966386554621848,0.5714285714285714,4.420168067226891,1.4285714285714286,0.7226890756302521,0.15126050420168066,0.04201680672268908,0.03361344537815126,0.008403361344537815,0.03361344537815126,0.0,0.8888888888888888,0.0,0.5555555555555556,0.0,0.008403361344537815,1,Inferential
0.6618705035971223,17.375,3.597122302158273,2.5,0.050359712230215826,7.99,8.39,0.14388489208633093,0.18705035971223022,0.1223021582733813,3.014388489208633,139.0,8.0,5.072905971925756,0.08633093525179857,0.5971223021582733,4.258992805755396,1.4244604316546763,0.6258992805755396,0.2014388489208633,0.06474820143884892,0.05755395683453238,0.007194244604316547,0.04316546762589928,0.0,0.75,0.03597122302158273,0.625,0.007194244604316547,0.02158273381294964,1,Inferential
0.6339869281045751,13.909090909090908,3.2679738562091507,2.0,0.0457516339869281,8.42,6.87,0.1437908496732026,0.2549019607843137,0.08496732026143791,2.7450980392156863,153.0,11.0,5.1666444503210265,0.12418300653594772,0.5228758169934641,4.745098039215686,1.5751633986928104,0.6339869281045751,0.16993464052287582,0.08496732026143791,0.06535947712418301,0.006535947712418301,0.0392156862745098,0.006535947712418301,0.7272727272727273,0.0,0.45454545454545453,0.006535947712418301,0.0,1,Inferential
0.609271523178808,16.77777777777778,2.6490066225165565,2.2222222222222223,0.059602649006622516,7.44,7.77,0.13245033112582782,0.271523178807947,0.07947019867549669,3.728476821192053,151.0,9.0,9.433326789684944,0.13245033112582782,0.5231788079470199,4.483443708609271,1.3973509933774835,0.6291390728476821,0.1456953642384106,0.09933774834437085,0.059602649006622516,0.026490066225165563,0.033112582781456956,0.0,0.2222222222222222,0.0,0.6666666666666666,0.0,0.019867549668874173,1,Inferential
0.654054054054054,20.555555555555557,3.783783783783784,2.4444444444444446,0.005405405405405406,9.71,9.74,0.11891891891891893,0.2864864864864865,0.0918918918918919,2.9891891891891893,185.0,9.0,9.997530559290661,0.13513513513513514,0.5297297297297298,4.610810810810811,1.4648648648648648,0.6054054054054054,0.25405405405405407,0.07567567567567568,0.05945945945945946,0.0,0.005405405405405406,0.005405405405405406,0.5555555555555556,0.010810810810810811,0.4444444444444444,0.010810810810810811,0.0,1,Inferential
0.6036585365853658,13.666666666666666,6.707317073170732,2.4166666666666665,0.018292682926829267,7.51,8.15,0.17682926829268292,0.21341463414634146,0.09146341463414634,2.518292682926829,164.0,12.0,7.428828979051813,0.09146341463414634,0.5548780487804879,4.5,1.5060975609756098,0.573170731707317,0.23170731707317074,0.13414634146341464,0.036585365853658534,0.012195121951219513,0.006097560975609756,0.0,0.6666666666666666,0.012195121951219513,0.25,0.012195121951219513,0.012195121951219513,1,Inferential
0.696,20.833333333333332,5.6000000000000005,2.1666666666666665,0.04,10.94,10.57,0.104,0.264,0.128,3.36,125.0,6.0,2.1147629234082532,0.152,0.504,4.776,1.56,0.6,0.144,0.128,0.008,0.0,0.04,0.008,0.0,0.016,0.8333333333333334,0.0,0.016,1,Inferential
0.6231884057971014,13.8,2.1739130434782608,1.4,0.07246376811594203,6.55,6.39,0.10144927536231885,0.2536231884057971,0.06521739130434782,2.6956521739130435,138.0,10.0,6.588626564011653,0.14492753623188406,0.5434782608695652,4.282608695652174,1.4202898550724639,0.6231884057971014,0.18115942028985507,0.06521739130434782,0.028985507246376812,0.0,0.07246376811594203,0.007246376811594203,0.6,0.007246376811594203,0.1,0.0,0.028985507246376812,1,Inferential
0.6715328467153284,15.222222222222221,6.569343065693431,1.6666666666666667,0.10218978102189781,10.5,8.72,0.10948905109489052,0.17518248175182483,0.08759124087591241,2.8613138686131387,137.0,9.0,6.685159536218365,0.10948905109489052,0.45985401459854014,4.781021897810219,1.7080291970802919,0.5182481751824818,0.11678832116788321,0.10948905109489052,0.0948905109489051,0.014598540145985401,0.08759124087591241,0.0072992700729927005,1.0,0.0,0.2222222222222222,0.0,0.0072992700729927005,1,Inferential
